-9.66	2.24	8
0.8	-6.32	7
-14.38	-2.81	9
4.12	4.97	6
-0.6	-1.72	3
7.58	11.9	4
16.45	1.48	1
-10.74	-1.52	10
12.29	0.89	2
-11.1	0.29	10
-0.15	6.55	5
17.04	1.81	1
-17.64	-3.9	9
1.37	9.06	5
-0.54	8.18	5
-9.62	2.82	8
-11.04	1.41	10
6.97	11.86	4
1.25	0.68	3
-0.63	6.76	5
-1.1	0.14	3
10.84	10.42	4
3.65	5.28	6
7.18	9.04	4
0.24	-1.9	3
5.62	9.1	4
-15.74	-3.54	9
-15.82	-3.47	9
5.75	9.03	4
6.56	4.28	6
0.28	-7.09	7
-1.91	-4.32	7
2.69	-0.21	3
5.38	9.55	4
-1.51	-4.37	7
-0.38	-5.96	7
9.72	0.32	2
-14.9	-4.27	9
-9.77	3.49	8
-15.84	-4.15	9
2.24	0.82	3
9.28	10.41	4
1.37	7.87	5
-0.1	7.94	5
-10.24	0.13	10
-16.81	-3.41	9
7.6	11.41	4
-4.51	-5.64	7
-13.35	-1.19	9
13.37	1.83	1
9.91	0.62	2
-0.76	-1.92	3
8.07	0.3	2
6.59	4.56	6
-5.07	3.48	8
14.65	4.43	1
-2.24	-5.96	7
0.36	9.5	5
13.47	3.63	1
3.77	3.29	6
-1.12	1.84	3
6.54	10.07	4
-3.71	-6.66	7
-10.35	-1.05	10
5.23	5.38	6
3.21	7.17	5
-1.8	-7.12	7
-2.93	-5.28	7
7.11	3.54	6
5.71	9.23	4
-2.34	-7.03	7
-9.26	2.93	8
-13.01	-3.99	9
13	2.13	1
2.69	8.71	5
16.5	3.1	1
0.74	-5.26	7
2.45	4.39	6
0.54	-5.04	7
10.23	9.9	4
-13.53	-0.73	9
-0.71	-1.38	3
12.45	-0.7	2
13.99	1.71	1
-0.83	8.1	5
5.82	10.07	4
-7.37	2.25	8
17.51	2.37	1
13.45	4.22	1
0.1	-4.95	7
-9.43	-0.86	10
-0.64	0.39	3
-0.44	-7.1	7
13.07	1.08	2
-0.5	9.21	5
-8.91	3.16	8
-0.76	1.62	3
17.87	2.99	1
17.77	2.69	1
-4.36	3.25	8
11.81	0.31	2
6.22	3.43	6
-10.83	0	10
8.05	8.02	4
11.26	-1.32	2
-7.81	3.17	8
8.89	0.78	2
3.12	5.01	6
-15.92	-4.38	9
13.06	0.02	2
15.68	3.58	1
10.91	-0.86	2
-1.28	-7.34	7
9.94	0.34	2
-10.64	0.57	10
1.26	-1.43	3
-7.31	1.38	8
13.66	-0.87	2
-3.83	-7.1	7
-12.62	0.78	10
-3.06	-4.57	7
-15.08	-4	9
0.45	0.1	3
-9.05	2.72	8
2.96	3.88	6
4.95	3.88	6
13.04	2.97	1
5.97	4.79	6
-14.06	-1.3	9
3.84	5.67	6
-7.33	1.8	8
2.55	3.35	6
9.13	0.24	2
-3.4	-7.2	7
16.19	1.98	1
-9.84	-0.18	10
9.23	-0.66	2
10.6	-1.34	2
0.14	-6.69	7
-1.17	-4.98	7
16.19	4.36	1
-17.2	-4.32	9
-7.71	2.2	8
8.17	10.86	4
6.23	3.1	6
0.36	8.75	5
-0.18	6.3	5
-13.74	-2.83	9
4.91	2.3	6
-8.7	4.34	8
-15.69	-1.1	9
15.04	1.1	1
5.5	10.49	4
-2.67	-0.53	3
12	0.8	2
12.18	-0.46	2
12.4	3.31	1
-0.71	0.75	3
10.34	0.15	2
-1.44	-6.59	7
17.15	1.95	1
0.18	7.66	5
12.82	-1.32	2
-13.85	-4.61	9
-4.65	4.2	8
-14.55	-4.11	9
-9.63	-1.21	10
-11.56	-1.1	10
3.8	3.71	6
-1.24	-0.78	3
6.59	8.6	4
2.96	5	6
-9.11	2.78	8
16.58	2.88	1
-12.94	-3.46	9
3.13	5.29	6
-6.12	1.61	8
11.83	0.55	2
-3.25	-5.96	7
4.3	4.15	6
-0.68	0.03	3
-10.69	-1.03	10
2.66	0.22	3
13.09	2.1	1
0.86	1.69	3
6.87	9.26	4
17.43	3.72	1
12.67	-0.43	2
7.36	4.95	6
2.72	8.73	5
13.03	2.59	1
-13.94	-4.29	9
1.93	-1.25	3
10.18	9.18	4
-1.87	8.33	5
-9.74	-0.11	10
8.48	8.95	4
-4.15	-6.54	7
-0.34	-6.89	7
-2	0.1	3
-17.27	-4.29	9
11.69	0.28	2
-6.19	2.09	8
9.36	9.48	4
0.57	1.59	3
6.51	9.79	4
1.35	7.64	5
10.35	9.36	4
-17.15	-1.94	9
-17.78	-3.31	9
10.06	-0.04	2
-7.19	3.22	8
16.57	2.9	1
-5.5	2.07	8
16.98	2.6	1
11.09	1.02	2
-2.73	-4.26	7
9.76	8.47	4
10.67	9.58	4
8.85	-0.51	2
-2.34	0.73	3
-0.09	6.72	5
12.25	-0.38	2
-12.18	-2.92	9
-0.82	-4.39	7
-1.68	7.51	5
-0.08	-0.06	3
-9.83	2.83	8
-0.96	-5.37	7
0.26	-1.05	3
6.1	9.34	4
-16.51	-3.37	9
-7.1	5	8
8.46	1.07	2
17.26	2.16	1
-5.2	2.76	8
-6.91	2.66	8
3.9	3.49	6
9.15	-1.48	2
-15.88	-4.2	9
-9.31	0.03	10
-7.5	4.16	8
3.42	3.83	6
-7.8	1.62	8
-10.97	0.73	10
17.39	3.18	1
-1.01	8.5	5
-2.72	0.76	3
10.07	0.98	2
-10.93	0.41	10
0.45	-1.17	3
6.38	11.31	4
-1.18	6.92	5
-9.07	0.08	10
0.97	-0.3	3
-11.87	-0.02	10
4.22	2.94	6
-9.8	1.11	10
-11.46	0.73	10
3.47	2.65	6
10.62	0.68	2
1.62	0.3	3
0.03	1.58	3
-3.86	-7.34	7
-14.31	-2.18	9
10.22	10.54	4
-12.22	0.62	10
6.76	9.48	4
7.79	10.12	4
-14.23	-2.26	9
-1.81	-6.49	7
6.44	2.52	6
-13.01	-3.64	9
-12.34	-2.87	9
11.74	-0.54	2
0.09	-6.91	7
12.71	3.93	1
-6.03	3.55	8
-10.71	-0.95	10
3.26	6.88	5
1.49	1.3	3
5.03	2.61	6
6.01	9.17	4
4.12	3.66	6
-3.03	-7.27	7
9.32	-1.42	2
14.35	4.39	1
5.71	2.66	6
6.1	2.2	6
-1.17	1.43	3
-8.36	3.63	8
-12.67	-1.27	9
10.07	-1.09	2
-3.05	-7.13	7
16.16	4.09	1
16.22	4.05	1
2.73	4.98	6
5.64	4.64	6
9.23	0.43	2
12.7	3.55	1
13.54	4.16	1
12.58	0.69	2
